customer_id,gender,senior_citizen,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-01126,Female,0,68,Month-to-month,No,Credit card,60.29,4285.57,No
CUST-01127,Male,0,13,One year,No,Mailed check,49.35,667.42,No
CUST-01128,Female,0,49,Month-to-month,Yes,Mailed check,112.39,5624.8,No
CUST-01129,Female,0,60,One year,No,Bank transfer,70.08,4338.57,No
CUST-01130,Female,0,2,Two year,Yes,Mailed check,68.22,138.72,No
CUST-01131,Male,1,60,Month-to-month,Yes,Mailed check,36.18,2089.52,No
CUST-01132,Male,0,5,One year,No,Mailed check,29.12,149.47,No
CUST-01133,Male,0,44,Two year,No,Bank transfer,102.88,4395.53,No
CUST-01134,Male,0,27,Month-to-month,Yes,Electronic check,79.97,2121.07,No
CUST-01135,Male,0,32,Month-to-month,No,Mailed check,51.0,1684.1,Yes
CUST-01136,Male,0,21,One year,No,Bank transfer,37.52,790.8,No
CUST-01137,Male,0,8,One year,Yes,Bank transfer,74.08,613.97,No
CUST-01138,Male,0,72,Two year,Yes,Credit card,76.93,5380.01,No
CUST-01139,Male,0,50,Month-to-month,Yes,Bank transfer,39.05,1973.54,No
CUST-01140,Female,0,67,Two year,No,Electronic check,103.82,6666.43,No
CUST-01141,Male,0,44,Month-to-month,No,Mailed check,26.72,1192.5,No
CUST-01142,Female,0,58,Month-to-month,No,Bank transfer,54.04,3216.61,No
CUST-01143,Female,0,3,One year,No,Electronic check,86.63,262.1,Yes
CUST-01144,Female,0,70,Month-to-month,No,Bank transfer,45.8,3131.05,No
CUST-01145,Male,1,2,Month-to-month,Yes,Bank transfer,101.43,193.35,Yes
CUST-01146,Male,0,44,Month-to-month,Yes,Bank transfer,92.61,3919.77,Yes
CUST-01147,Male,0,2,Month-to-month,Yes,Bank transfer,97.55,197.49,Yes
CUST-01148,Male,0,35,Month-to-month,Yes,Bank transfer,30.22,1103.65,No
CUST-01149,Female,0,30,Two year,No,Electronic check,32.37,942.6,No
CUST-01150,Male,0,8,Month-to-month,No,Mailed check,47.04,385.16,Yes
CUST-01151,Male,0,22,One year,Yes,Mailed check,70.32,1603.73,Yes
CUST-01152,Male,0,44,One year,Yes,Mailed check,93.43,4119.5,No
CUST-01153,Male,0,58,Two year,No,Mailed check,102.32,6035.01,Yes
CUST-01154,Male,0,36,Month-to-month,Yes,Electronic check,89.04,3306.42,No
CUST-01155,Female,0,69,Two year,Yes,Credit card,111.57,7514.09,No
CUST-01156,Male,0,31,Month-to-month,Yes,Credit card,92.49,2808.96,No
CUST-01157,Female,0,47,One year,Yes,Electronic check,49.03,2189.33,No
CUST-01158,Male,0,55,One year,No,Electronic check,44.89,2583.29,No
CUST-01159,Female,0,62,Two year,Yes,Bank transfer,88.22,5698.02,No
CUST-01160,Male,0,30,Month-to-month,Yes,Bank transfer,37.63,1158.77,Yes
CUST-01161,Male,1,55,One year,Yes,Bank transfer,27.57,1452.52,No
CUST-01162,Female,0,16,Month-to-month,No,Mailed check,71.74,1141.81,No
CUST-01163,Female,0,12,One year,Yes,Bank transfer,100.82,1161.68,No
CUST-01164,Female,0,17,Two year,Yes,Credit card,28.44,460.08,Yes
CUST-01165,Male,0,16,Month-to-month,Yes,Mailed check,97.84,1583.63,Yes
CUST-01166,Female,0,12,Two year,Yes,Bank transfer,99.81,1252.91,No
CUST-01167,Male,0,8,Month-to-month,Yes,Mailed check,66.72,555.26,Yes
CUST-01168,Male,0,3,Month-to-month,No,Credit card,24.01,73.45,No
CUST-01169,Female,0,16,Month-to-month,Yes,Bank transfer,35.8,549.7,No
CUST-01170,Female,0,30,Month-to-month,Yes,Credit card,89.35,2619.96,No
CUST-01171,Male,1,23,One year,No,Credit card,89.78,2027.78,No
CUST-01172,Male,0,5,Month-to-month,Yes,Credit card,108.53,556.93,No
CUST-01173,Female,0,65,Month-to-month,Yes,Bank transfer,76.81,5143.55,Yes
CUST-01174,Female,0,30,Two year,Yes,Electronic check,30.72,911.01,No
CUST-01175,Female,1,21,Two year,No,Bank transfer,30.45,634.2,No
CUST-01176,Male,0,70,Two year,Yes,Credit card,90.72,6061.15,No
CUST-01177,Male,0,22,Two year,No,Bank transfer,36.72,790.81,No
CUST-01178,Male,1,72,One year,No,Credit card,51.25,3672.02,Yes
CUST-01179,Male,1,32,Month-to-month,Yes,Electronic check,67.21,2068.34,No
CUST-01180,Male,0,33,Month-to-month,No,Mailed check,20.74,681.22,Yes
CUST-01181,Male,0,16,One year,Yes,Electronic check,43.26,716.61,No
CUST-01182,Female,0,38,Month-to-month,Yes,Electronic check,59.24,2269.43,No
CUST-01183,Male,0,14,One year,No,Mailed check,46.35,621.58,No
CUST-01184,Male,1,36,Month-to-month,No,Bank transfer,31.96,1115.08,Yes
CUST-01185,Male,0,23,Month-to-month,No,Mailed check,91.42,2097.31,Yes
CUST-01186,Female,0,66,Month-to-month,Yes,Bank transfer,99.97,6506.63,No
CUST-01187,Male,0,2,One year,Yes,Bank transfer,44.13,87.01,No
CUST-01188,Male,0,65,One year,No,Credit card,96.08,6263.48,No
CUST-01189,Female,0,67,One year,Yes,Credit card,57.0,3851.23,No
CUST-01190,Male,0,52,Month-to-month,Yes,Mailed check,69.17,3703.62,No
CUST-01191,Male,0,62,Month-to-month,Yes,Electronic check,104.28,6362.54,No
CUST-01192,Male,0,23,Two year,Yes,Mailed check,93.62,2219.03,No
CUST-01193,Male,0,26,One year,No,Bank transfer,99.16,2536.55,No
CUST-01194,Male,0,68,Month-to-month,Yes,Credit card,32.0,2079.26,No
CUST-01195,Female,0,55,Two year,No,Mailed check,25.26,1396.83,No
CUST-01196,Female,0,6,Month-to-month,Yes,Mailed check,108.04,653.94,Yes
CUST-01197,Female,0,35,Month-to-month,No,Credit card,57.23,2090.09,Yes
CUST-01198,Male,0,22,Month-to-month,Yes,Credit card,47.18,1061.42,No
CUST-01199,Male,0,43,One year,Yes,Credit card,91.08,4080.06,No
CUST-01200,Male,0,15,One year,Yes,Bank transfer,102.31,1597.32,No
CUST-01201,Female,0,60,Month-to-month,Yes,Credit card,104.93,6361.64,Yes
CUST-01202,Male,0,12,Two year,Yes,Electronic check,50.01,601.79,No
CUST-01203,Male,0,49,Month-to-month,No,Mailed check,103.9,5120.34,Yes
CUST-01204,Female,0,42,Month-to-month,No,Credit card,22.36,984.04,No
CUST-01205,Male,1,38,Month-to-month,Yes,Credit card,23.24,907.24,No
CUST-01206,Female,0,45,Month-to-month,Yes,Bank transfer,80.91,3497.59,Yes
CUST-01207,Female,0,35,Month-to-month,Yes,Bank transfer,24.59,884.61,Yes
CUST-01208,Female,0,30,One year,Yes,Mailed check,50.87,1475.82,No
CUST-01209,Male,0,30,Two year,No,Electronic check,85.86,2562.24,Yes
CUST-01210,Male,0,6,Month-to-month,No,Mailed check,52.15,303.84,No
CUST-01211,Male,0,67,Month-to-month,Yes,Credit card,36.3,2478.21,Yes
CUST-01212,Male,0,7,Month-to-month,Yes,Electronic check,46.53,338.0,No
CUST-01213,Male,0,52,Month-to-month,Yes,Electronic check,64.24,3270.45,No
CUST-01214,Male,0,14,Month-to-month,No,Electronic check,66.03,885.78,No
CUST-01215,Male,1,15,One year,Yes,Electronic check,96.94,1424.8,Yes
CUST-01216,Female,0,21,Month-to-month,No,Mailed check,93.64,2000.33,Yes
CUST-01217,Male,1,35,One year,No,Bank transfer,64.16,2207.15,No
CUST-01218,Female,0,66,Two year,Yes,Bank transfer,103.24,6662.65,No
CUST-01219,Male,0,2,Month-to-month,No,Credit card,29.73,57.58,Yes
CUST-01220,Male,1,35,Two year,Yes,Bank transfer,43.91,1536.47,Yes
CUST-01221,Male,0,20,One year,No,Bank transfer,101.46,1983.74,No
CUST-01222,Female,0,10,One year,Yes,Bank transfer,56.24,575.39,No
CUST-01223,Female,0,25,Month-to-month,Yes,Bank transfer,116.86,2797.81,Yes
CUST-01224,Female,0,66,Month-to-month,No,Credit card,65.11,4367.75,Yes
CUST-01225,Female,1,25,Month-to-month,No,Mailed check,97.84,2381.81,No
CUST-01226,Male,0,54,Month-to-month,No,Electronic check,58.68,3165.32,No
CUST-01227,Female,0,33,Month-to-month,Yes,Bank transfer,60.96,1968.65,No
CUST-01228,Male,0,36,One year,No,Mailed check,56.73,2087.78,No
CUST-01229,Male,0,14,Month-to-month,Yes,Bank transfer,90.52,1323.71,Yes
CUST-01230,Female,0,65,Two year,No,Bank transfer,73.28,4961.86,No
CUST-01231,Female,0,54,One year,Yes,Electronic check,113.1,6158.35,No
CUST-01232,Female,0,52,Month-to-month,No,Electronic check,43.46,2251.47,No
CUST-01233,Female,0,3,Month-to-month,No,Electronic check,28.36,87.79,No
CUST-01234,Female,0,41,Two year,No,Bank transfer,57.77,2411.99,No
CUST-01235,Female,1,6,Two year,Yes,Bank transfer,80.23,466.15,No
CUST-01236,Female,0,25,One year,Yes,Bank transfer,104.76,2703.05,Yes
CUST-01237,Female,0,13,Month-to-month,No,Electronic check,53.04,684.62,No
CUST-01238,Male,0,8,Month-to-month,Yes,Credit card,83.96,650.79,No
CUST-01239,Female,0,21,Month-to-month,No,Mailed check,53.44,1097.75,Yes
CUST-01240,Female,0,68,Month-to-month,Yes,Credit card,80.28,5332.13,Yes
CUST-01241,Male,0,25,One year,Yes,Bank transfer,107.17,2684.4,No
CUST-01242,Female,0,68,One year,No,Bank transfer,41.5,2747.04,No
CUST-01243,Male,0,45,One year,No,Credit card,58.88,2549.86,No
CUST-01244,Male,0,60,Two year,Yes,Bank transfer,118.07,6817.62,No
CUST-01245,Female,1,12,One year,Yes,Mailed check,105.54,1277.03,No
CUST-01246,Male,0,32,Month-to-month,Yes,Bank transfer,75.0,2456.34,Yes
CUST-01247,Male,0,13,Month-to-month,No,Mailed check,70.17,895.93,Yes
CUST-01248,Male,1,31,Two year,Yes,Credit card,46.85,1384.76,No
CUST-01249,Male,0,20,Month-to-month,No,Credit card,70.23,1352.24,Yes
CUST-01250,Female,0,18,Two year,No,Bank transfer,103.49,1940.07,No
CUST-01251,Male,1,60,Two year,Yes,Mailed check,87.11,5223.23,No
CUST-01252,Female,0,63,Month-to-month,No,Bank transfer,47.4,2972.34,No
CUST-01253,Male,0,6,One year,Yes,Electronic check,38.5,220.33,Yes
CUST-01254,Male,0,32,Two year,Yes,Electronic check,44.9,1469.65,No
CUST-01255,Male,0,43,One year,No,Electronic check,35.31,1522.59,No
CUST-01256,Male,0,2,Two year,Yes,Electronic check,27.86,54.06,No
CUST-01257,Female,0,60,Two year,Yes,Bank transfer,60.37,3480.96,No
CUST-01258,Female,1,23,Month-to-month,Yes,Electronic check,29.64,673.77,No
CUST-01259,Male,0,31,Month-to-month,Yes,Mailed check,35.53,1138.57,No
CUST-01260,Male,0,5,Two year,Yes,Credit card,73.26,379.68,Yes
CUST-01261,Female,0,34,One year,No,Credit card,34.79,1195.03,No
CUST-01262,Male,0,10,Month-to-month,No,Electronic check,24.67,252.31,Yes
CUST-01263,Male,0,2,Month-to-month,No,Electronic check,50.15,96.44,No
CUST-01264,Male,0,11,One year,Yes,Electronic check,40.39,448.21,Yes
CUST-01265,Female,0,50,Two year,Yes,Bank transfer,70.04,3560.47,No
CUST-01266,Female,0,31,Two year,Yes,Credit card,28.54,858.26,No
CUST-01267,Female,1,56,One year,Yes,Electronic check,93.8,5452.49,No
CUST-01268,Male,0,9,Month-to-month,Yes,Mailed check,109.33,953.96,Yes
CUST-01269,Male,0,21,Month-to-month,Yes,Electronic check,92.97,1915.95,No
CUST-01270,Female,0,28,Two year,Yes,Credit card,71.8,2034.64,Yes
CUST-01271,Female,1,62,Month-to-month,Yes,Electronic check,104.75,6584.35,No
CUST-01272,Female,0,7,Month-to-month,No,Credit card,88.09,628.92,Yes
CUST-01273,Female,0,16,Month-to-month,No,Electronic check,19.31,296.97,No
CUST-01274,Male,0,4,One year,No,Mailed check,57.86,239.53,No
CUST-01275,Female,0,4,Two year,No,Electronic check,103.77,416.44,No
CUST-01276,Male,0,40,Month-to-month,No,Mailed check,53.01,2114.32,No
CUST-01277,Female,0,17,Month-to-month,Yes,Mailed check,21.79,388.25,No
CUST-01278,Male,0,52,One year,Yes,Electronic check,93.24,4965.03,No
CUST-01279,Female,0,52,Two year,No,Mailed check,98.85,4943.85,Yes
CUST-01280,Female,0,36,Month-to-month,No,Bank transfer,34.39,1269.8,No
CUST-01281,Female,0,38,Month-to-month,No,Electronic check,72.25,2634.38,No
CUST-01282,Female,0,50,Month-to-month,No,Electronic check,37.54,1788.31,No
CUST-01283,Male,0,63,Two year,Yes,Mailed check,90.53,5648.42,No
CUST-01284,Female,0,63,Month-to-month,No,Mailed check,45.54,3010.63,Yes
CUST-01285,Male,1,62,Month-to-month,No,Electronic check,50.03,3001.01,No
CUST-01286,Male,0,7,One year,Yes,Bank transfer,103.17,734.66,No
CUST-01287,Male,0,27,One year,No,Mailed check,66.12,1726.93,No
CUST-01288,Male,0,14,Month-to-month,Yes,Mailed check,85.56,1224.77,Yes
CUST-01289,Female,1,71,Two year,No,Credit card,58.69,4169.22,No
CUST-01290,Male,0,5,Month-to-month,No,Bank transfer,48.2,245.34,No
CUST-01291,Male,0,55,One year,Yes,Bank transfer,81.11,4328.5,No
CUST-01292,Male,0,2,Month-to-month,No,Electronic check,33.81,69.28,Yes
CUST-01293,Female,0,62,One year,Yes,Bank transfer,55.74,3627.16,No
CUST-01294,Female,0,21,Month-to-month,No,Electronic check,39.26,838.12,Yes
CUST-01295,Female,1,21,Two year,Yes,Credit card,88.18,1850.57,No
CUST-01296,Female,1,10,One year,No,Bank transfer,113.14,1179.28,Yes
CUST-01297,Male,0,58,One year,Yes,Mailed check,118.3,6529.21,No
CUST-01298,Male,0,39,One year,No,Credit card,63.5,2533.44,No
CUST-01299,Female,1,5,One year,Yes,Electronic check,43.63,226.63,No
CUST-01300,Male,0,65,Month-to-month,No,Credit card,62.75,3899.97,No
CUST-01301,Male,0,13,Month-to-month,No,Electronic check,103.4,1337.49,No
CUST-01302,Male,0,53,Two year,No,Credit card,38.95,2003.39,No
CUST-01303,Female,0,45,Month-to-month,No,Electronic check,113.94,5161.41,No
CUST-01304,Female,0,32,One year,No,Bank transfer,52.61,1708.7,No
CUST-01305,Male,0,36,Two year,Yes,Mailed check,117.32,4140.16,No
CUST-01306,Female,1,60,Month-to-month,Yes,Electronic check,102.53,6127.18,No
CUST-01307,Female,1,11,One year,Yes,Credit card,99.51,1070.46,No
CUST-01308,Female,0,63,Month-to-month,No,Electronic check,50.2,3121.29,No
CUST-01309,Female,0,21,One year,No,Electronic check,19.13,388.05,No
CUST-01310,Female,1,52,Month-to-month,Yes,Electronic check,56.65,3059.38,Yes
CUST-01311,Male,0,55,Month-to-month,No,Credit card,48.58,2540.98,No
CUST-01312,Female,0,26,One year,No,Mailed check,22.01,594.14,No
CUST-01313,Male,1,68,Two year,No,Bank transfer,69.04,4728.37,No
CUST-01314,Male,1,34,One year,Yes,Mailed check,58.75,1963.87,No
CUST-01315,Female,0,52,Month-to-month,Yes,Electronic check,82.02,4360.17,Yes
CUST-01316,Male,0,52,Month-to-month,Yes,Credit card,80.68,4198.61,No
CUST-01317,Male,0,29,One year,No,Mailed check,30.39,881.23,Yes
CUST-01318,Male,0,38,Month-to-month,Yes,Electronic check,116.44,4252.22,Yes
CUST-01319,Female,0,42,Two year,Yes,Bank transfer,37.04,1538.49,No
CUST-01320,Female,0,21,Two year,No,Bank transfer,63.0,1288.74,No
CUST-01321,Male,0,42,One year,No,Bank transfer,67.31,2690.11,No
CUST-01322,Female,0,13,Two year,No,Electronic check,99.96,1281.3,Yes
CUST-01323,Female,0,64,Month-to-month,Yes,Credit card,28.22,1732.0,Yes
CUST-01324,Female,0,17,One year,Yes,Mailed check,61.33,1017.26,No
CUST-01325,Female,1,9,Month-to-month,No,Bank transfer,81.41,702.83,No
CUST-01326,Male,0,41,Two year,Yes,Electronic check,39.87,1569.44,No
CUST-01327,Male,0,1,Month-to-month,Yes,Electronic check,81.31,78.86,No
CUST-01328,Female,0,2,One year,Yes,Mailed check,111.08,233.26,No
CUST-01329,Female,0,60,Two year,Yes,Bank transfer,118.5,6756.05,No
CUST-01330,Male,0,48,Month-to-month,Yes,Electronic check,21.51,1046.8,No
CUST-01331,Male,0,29,Month-to-month,Yes,Mailed check,41.93,1172.35,Yes
CUST-01332,Female,0,10,One year,Yes,Credit card,49.44,515.2,No
CUST-01333,Male,0,58,Month-to-month,Yes,Credit card,58.36,3247.33,No
CUST-01334,Female,0,60,Month-to-month,No,Credit card,42.6,2672.31,No
CUST-01335,Female,0,21,Month-to-month,Yes,Bank transfer,38.7,821.71,No
CUST-01336,Male,1,28,Month-to-month,No,Mailed check,114.18,3037.59,No
CUST-01337,Male,0,34,Two year,Yes,Mailed check,110.56,3907.15,No
CUST-01338,Female,0,8,One year,Yes,Electronic check,22.97,184.16,Yes
CUST-01339,Female,0,59,Month-to-month,No,Electronic check,52.3,3012.47,No
CUST-01340,Male,0,72,Month-to-month,Yes,Electronic check,58.97,4359.32,No
CUST-01341,Female,0,49,Month-to-month,Yes,Mailed check,42.27,2159.6,No
CUST-01342,Male,0,17,Month-to-month,Yes,Electronic check,81.45,1382.39,Yes
CUST-01343,Female,1,60,Month-to-month,No,Mailed check,82.61,4865.18,No
CUST-01344,Male,0,45,Month-to-month,Yes,Mailed check,103.73,4802.73,No
CUST-01345,Male,0,69,Month-to-month,Yes,Credit card,92.71,6513.28,No
CUST-01346,Male,0,32,One year,No,Electronic check,72.78,2419.5,No
CUST-01347,Female,1,44,Month-to-month,Yes,Credit card,83.94,3764.46,No
